SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents,DebtRatio_Flag,TotalPastDue,IncomePerDependent,HighDebtRatio,DebtRatio_log,HasAnyLatePayment,AgeGroup_25-34,AgeGroup_35-44,AgeGroup_45-54,AgeGroup_55-64,AgeGroup_65+
1,53,1,360.0,1,1,5166.0,0,1,3,5166.0,1,5.8888779583328805,1,False,False,True,False,False
1,46,3,0.645839,0,1,4000.0,0,0,4,4000.0,1,0.49825028459117804,1,False,False,True,False,False
0,85,0,0.009996,0,0,2400.0,0,0,0,2400.0,0,0.009946370449286089,0,False,False,False,False,True
0,49,2,0.427681,0,0,10750.0,2,0,2,3583.3333333333335,1,0.3560514496065317,1,False,False,True,False,False
1,53,2,0.87336,0,0,4192.0,1,0,2,2096.0,1,0.62773361001162,1,False,False,True,False,False
1,31,1,0.076015,1,1,2880.0,0,0,3,2880.0,0,0.07326440216287061,1,True,False,False,False,False
0,87,0,0.507235,0,0,3800.0,0,0,0,3800.0,1,0.4102768464387033,0,False,False,False,False,True
1,56,0,0.0,0,0,1096.0,1,0,0,548.0,0,0.0,0,False,False,False,True,False
0,87,0,0.001905,0,0,10500.0,0,0,0,10500.0,0,0.0019031877886434292,0,False,False,False,False,True
0,61,0,1644.0,0,0,5166.0,0,1,0,5166.0,1,7.405495663199472,0,False,False,False,True,False
0,57,3,0.457336,0,0,4300.0,1,0,3,2150.0,1,0.37661011147067486,1,False,False,False,True,False
0,68,0,2366.0,0,0,5166.0,0,1,0,5166.0,1,7.769378609513984,0,False,False,False,False,True
0,59,0,0.453692,0,0,9900.0,0,0,0,9900.0,1,0.37410652723626525,0,False,False,False,True,False
0,67,0,0.2008,0,0,11000.0,0,0,0,11000.0,0,0.18298800133711515,0,False,False,False,False,True
1,45,1,3496.0,0,0,5166.0,0,1,1,5166.0,1,8.159660737063376,1,False,True,False,False,False
0,95,0,22.0,0,0,5166.0,0,1,0,5166.0,1,3.1354942159291497,0,False,False,False,False,True
0,53,0,0.772838,0,0,1641.0,2,0,0,547.0,1,0.5725816523591515,0,False,False,True,False,False
0,48,0,0.526589,0,0,2500.0,1,0,0,1250.0,1,0.4230358348014451,0,False,False,True,False,False
0,64,0,0.191815,0,0,3200.0,0,0,0,3200.0,0,0.17547735525590155,0,False,False,False,True,False
0,34,0,0.603359,0,0,2500.0,1,0,0,1250.0,1,0.4721008036374367,0,True,False,False,False,False
0,56,0,0.457492,0,0,2375.0,1,0,0,1187.5,1,0.37671715037667475,0,False,False,False,True,False
0,70,0,3496.0,0,0,5166.0,2,1,0,1722.0,1,8.159660737063376,0,False,False,False,False,True
0,60,0,0.219407,0,0,8800.0,0,0,0,8800.0,0,0.1983646750032305,0,False,False,False,True,False
1,49,2,0.510572,0,0,6100.0,0,0,2,6100.0,1,0.4124883870442364,1,False,False,True,False,False
0,34,0,0.307057,0,0,7750.0,1,0,0,3875.0,0,0.2677780450147807,0,True,False,False,False,False
0,60,0,0.293786,0,0,12600.0,1,0,0,6300.0,0,0.25757280373136027,0,False,False,False,True,False
0,52,0,0.935665,0,0,3916.0,1,0,0,1958.0,1,0.6604509366916408,0,False,False,True,False,False
1,54,0,0.487076,0,1,3210.0,3,0,1,802.5,1,0.39681177578864396,1,False,False,True,False,False
1,42,0,0.295037,0,0,5500.0,0,0,0,5500.0,0,0.258539266171917,0,False,True,False,False,False
0,64,0,0.029316,0,0,11085.0,1,0,0,5542.5,0,0.02889450397439778,0,False,False,False,True,False
0,57,1,0.348974,0,0,13553.0,0,0,1,13553.0,0,0.29934430350392927,1,False,False,False,True,False
0,44,3,0.17637,0,0,5822.0,1,0,3,2911.0,0,0.16243342584244155,1,False,True,False,False,False
1,40,0,0.9024,0,0,4333.0,2,0,0,1444.3333333333333,1,0.6431162469543803,0,False,True,False,False,False
0,25,2,0.309405,0,0,2200.0,0,0,2,2200.0,0,0.26957283556040734,1,False,False,False,False,False
0,75,0,0.714536,0,0,8000.0,0,0,0,8000.0,1,0.5391424900757242,0,False,False,False,False,True
0,68,0,1148.0,0,0,5166.0,1,1,0,2583.0,1,7.046647277848756,0,False,False,False,False,True
1,41,0,0.048063,1,2,8800.0,1,0,3,4400.0,0,0.046943698595862844,1,False,True,False,False,False
0,58,0,0.268943,0,0,12827.0,0,0,0,12827.0,0,0.23818427046575716,0,False,False,False,True,False
0,41,2,0.00464,1,0,3447.0,1,0,3,1723.5,0,0.004629268383662241,1,False,True,False,False,False
0,42,0,0.544293,0,0,3600.0,0,0,0,3600.0,1,0.43456620043851363,0,False,True,False,False,False
1,36,0,0.066838,1,1,3500.0,3,0,2,875.0,0,0.06469913323875709,1,False,True,False,False,False
0,39,0,0.174718,0,0,9500.0,1,0,0,4750.0,0,0.16102811879151346,0,False,True,False,False,False
0,51,0,0.441137,0,0,8833.0,4,0,0,1766.6,1,0.3654323853643118,0,False,False,True,False,False
1,33,0,0.591363,0,0,2500.0,0,0,0,2500.0,1,0.46459088172243157,0,True,False,False,False,False
0,55,0,0.2814,0,0,5429.0,1,0,0,2714.5,0,0.24795323022278412,0,False,False,True,False,False
1,41,0,0.167262,0,0,7000.0,2,0,0,2333.3333333333335,0,0.1546608353900633,0,False,True,False,False,False
0,24,5,0.132593,2,1,4230.0,0,0,8,4230.0,0,0.12450969420875267,1,False,False,False,False,False
0,50,0,2345.0,0,0,5166.0,0,1,0,5166.0,1,7.76046702921342,0,False,False,True,False,False
1,30,4,0.160946,3,1,3000.0,0,0,8,3000.0,0,0.14923519000614816,1,True,False,False,False,False
0,47,0,0.342981,0,0,7600.0,1,0,0,3800.0,0,0.2948917700099003,0,False,False,True,False,False
0,55,0,0.339943,0,0,6000.0,0,0,0,6000.0,0,0.29262707574464997,0,False,False,True,False,False
1,64,1,0.688085,1,0,4917.0,2,0,2,1639.0,1,0.5235947503562092,1,False,False,False,True,False
0,61,0,0.408922,0,0,16529.599999999977,1,0,0,8264.799999999988,1,0.3428248729739898,0,False,False,False,True,False
1,51,4,0.149017,2,0,5797.0,1,0,6,2898.5,0,0.1389067942314922,1,False,False,True,False,False
0,49,0,0.408656,0,0,7416.0,0,0,0,7416.0,1,0.3426360583248193,0,False,False,True,False,False
0,49,0,0.284806,0,0,6916.0,2,0,0,2305.3333333333335,0,0.2506077341870025,0,False,False,True,False,False
0,72,0,0.0027,0,0,10000.0,0,0,0,10000.0,0,0.0026963615477426086,0,False,False,False,False,True
0,69,0,936.0,0,0,5166.0,0,1,0,5166.0,1,6.842683282238422,0,False,False,False,False,True
0,76,0,0.0,0,0,6723.0,0,0,0,6723.0,0,0.0,0,False,False,False,False,True
1,72,0,0.510998,0,0,5500.0,1,0,0,2750.0,1,0.41277035966298925,0,False,False,False,False,True
1,55,1,0.14985,2,0,4330.0,0,0,3,4330.0,0,0.13963149908519398,1,False,False,True,False,False
0,67,0,0.128125,0,0,15000.0,0,0,0,15000.0,0,0.12055696253910868,0,False,False,False,False,True
1,50,1,0.857619,0,0,8694.0,0,0,1,8694.0,1,0.6192955601606891,1,False,False,True,False,False
0,82,0,48.0,0,0,5166.0,0,1,0,5166.0,1,3.8918202981106265,0,False,False,False,False,True
0,33,0,0.525183,0,0,2600.0,0,0,0,2600.0,1,0.4221144028599509,0,True,False,False,False,False
0,51,0,0.117428,0,0,12100.0,5,0,0,2016.6666666666667,0,0.11102961589971416,0,False,False,True,False,False
1,26,0,0.054142,0,0,2160.0,0,0,0,2160.0,0,0.052727165902276996,0,True,False,False,False,False
1,46,1,0.514271,0,0,5850.0,1,0,1,2925.0,1,0.41493413503436594,1,False,False,True,False,False
0,54,0,0.128307,0,0,4800.0,2,0,0,1600.0,0,0.12071827916677103,0,False,False,True,False,False
0,31,0,0.168216,0,0,9683.0,0,0,0,9683.0,0,0.15547779881516144,0,True,False,False,False,False
0,29,0,248.0,0,0,5166.0,0,1,0,5166.0,1,5.517452896464707,0,True,False,False,False,False
1,26,0,0.145964,1,0,4000.0,0,0,1,4000.0,0,0.13624620418656452,1,True,False,False,False,False
1,50,0,3.562054,0,2,700.0,0,0,2,700.0,1,1.5177729607057748,1,False,False,True,False,False
0,40,0,0.226296,0,0,6000.0,0,0,0,6000.0,0,0.20399824393595037,0,False,True,False,False,False
1,67,0,0.490194,0,0,16529.599999999977,0,0,0,16529.599999999977,1,0.39890631282419053,0,False,False,False,False,True
0,25,1,0.183888,0,0,6280.0,0,0,1,6280.0,0,0.1688039373928685,1,False,False,False,False,False
0,56,0,935.0,0,0,5166.0,0,1,0,5166.0,1,6.8416154764775925,0,False,False,False,True,False
1,44,0,0.0,1,0,714.0,0,0,1,714.0,0,0.0,1,False,True,False,False,False
0,58,0,0.0,0,0,5166.0,0,0,0,5166.0,0,0.0,0,False,False,False,True,False
0,51,0,0.08942,0,0,3600.0,1,0,0,1800.0,0,0.08564544452849354,0,False,False,True,False,False
1,44,0,1.504999,0,0,4500.0,2,0,0,1500.0,1,0.9182883353351516,0,False,True,False,False,False
0,49,0,0.636136,0,0,10000.0,0,0,0,10000.0,1,0.492337364309835,0,False,False,True,False,False
1,43,1,3496.0,0,0,5166.0,0,1,1,5166.0,1,8.159660737063376,1,False,True,False,False,False
0,65,0,3496.0,0,0,5166.0,0,1,0,5166.0,1,8.159660737063376,0,False,False,False,True,False
0,67,0,0.173862,0,0,2547.0,0,0,0,2547.0,0,0.16029916764835087,0,False,False,False,False,True
0,50,1,0.207107,0,0,1800.0,2,0,1,600.0,0,0.1882265877305806,1,False,False,True,False,False
0,29,0,0.523553,0,0,5200.0,1,0,0,2600.0,1,0.42104510715490406,0,True,False,False,False,False
1,55,0,0.315884,0,0,13333.0,1,0,0,6666.5,0,0.2745086831213911,0,False,False,True,False,False
1,40,5,0.489853,0,0,6750.0,2,0,5,2250.0,1,0.3986774573722542,1,False,True,False,False,False
0,70,0,3005.0,0,0,5166.0,0,1,0,5166.0,1,8.00836557031292,0,False,False,False,False,True
1,39,0,0.630441,0,0,3330.0,2,0,0,1110.0,1,0.4888505303732781,0,False,True,False,False,False
0,30,0,3496.0,0,0,1.0,3,1,0,0.25,1,8.159660737063376,0,True,False,False,False,False
0,35,1,0.194451,1,3,4000.0,0,0,5,4000.0,0,0.1776866655944844,1,True,False,False,False,False
0,44,0,0.478718,0,0,10642.0,0,0,0,10642.0,1,0.3911754961777505,0,False,True,False,False,False
0,61,0,0.450137,0,0,4000.0,0,0,0,4000.0,1,0.371658034727889,0,False,False,False,True,False
0,44,0,0.193942,0,0,5083.0,0,0,0,5083.0,0,0.1772604375761425,0,False,True,False,False,False
0,37,0,0.25967,0,0,16529.599999999977,3,0,0,4132.399999999994,0,0.2308497818984402,0,False,True,False,False,False
0,66,0,3055.0,0,0,5166.0,1,1,0,2583.0,1,8.024862150286411,0,False,False,False,False,True
0,71,0,0.729533,0,0,3700.0,0,0,0,3700.0,1,0.5478514298722029,0,False,False,False,False,True
0,33,0,0.906706,0,0,2400.0,0,0,0,2400.0,1,0.6453771458814437,0,True,False,False,False,False
0,72,0,0.4742,0,0,2344.0,0,0,0,2344.0,1,0.3881154697730514,0,False,False,False,False,True
1,40,0,0.009996,0,0,2500.0,0,0,0,2500.0,0,0.009946370449286089,0,False,True,False,False,False
0,64,0,23.0,0,0,5166.0,0,1,0,5166.0,1,3.1780538303479458,0,False,False,False,True,False
0,45,0,2.670206,0,0,1600.0,0,0,0,1600.0,1,1.3002477912813957,0,False,True,False,False,False
0,78,0,0.148027,0,0,10416.0,1,0,0,5208.0,0,0.13804481678456654,0,False,False,False,False,True
1,47,0,0.607379,0,0,6667.0,1,0,0,3333.5,1,0.4746049021348042,0,False,False,True,False,False
1,44,0,76.0,0,0,5166.0,0,1,0,5166.0,1,4.343805421853684,0,False,True,False,False,False
0,39,0,0.313806,0,0,7083.0,3,0,0,1770.75,0,0.27292826837096784,0,False,True,False,False,False
1,34,0,0.752619,0,0,5250.0,0,0,0,5250.0,1,0.5611112406170244,0,True,False,False,False,False
1,42,0,38.0,1,0,5166.0,0,1,1,5166.0,1,3.6635616461296463,1,False,True,False,False,False
0,62,0,0.734106,0,0,2500.0,0,0,0,2500.0,1,0.5504920068244541,0,False,False,False,True,False
1,52,0,0.131096,0,1,16529.599999999977,3,0,1,4132.399999999994,0,0.12318707416843076,1,False,False,True,False,False
1,55,2,0.34835,0,1,9544.0,1,0,3,4772.0,0,0.29888162270538093,1,False,False,True,False,False
0,37,0,0.082704,0,0,10857.0,1,0,0,5428.5,0,0.07946161579542586,0,False,True,False,False,False
1,36,0,0.110011,1,1,2626.0,0,0,2,2626.0,0,0.10436992518504984,1,False,True,False,False,False
1,74,0,0.006662,3,0,1500.0,0,0,3,1500.0,0,0.006639906946333999,1,False,False,False,False,True
0,39,0,127.0,0,0,5166.0,0,1,0,5166.0,1,4.852030263919617,0,False,True,False,False,False
0,66,0,3496.0,0,0,5166.0,0,1,0,5166.0,1,8.159660737063376,0,False,False,False,False,True
0,46,0,0.053348,0,0,6166.0,1,0,0,3083.0,0,0.05197366288440527,0,False,False,True,False,False
1,33,1,0.638233,3,1,2625.0,1,0,5,1312.5,1,0.49361822195703003,1,True,False,False,False,False
0,53,0,0.160393,0,0,5604.0,1,0,0,2802.0,0,0.1487587408442971,0,False,False,True,False,False
0,67,0,0.274773,0,0,6044.0,0,0,0,6044.0,0,0.2427681235438406,0,False,False,False,False,True
0,55,0,0.133092,0,0,11600.0,1,0,0,5800.0,0,0.12495017910234404,0,False,False,True,False,False
0,63,1,0.046591,0,0,5000.0,1,0,1,2500.0,0,0.04553821564515732,1,False,False,False,True,False
0,83,0,0.354288,1,0,5503.0,1,0,1,2751.5,0,0.3032758549739059,1,False,False,False,False,True
0,39,0,3496.0,0,0,0.0,3,1,0,0.0,1,8.159660737063376,0,False,True,False,False,False
1,83,0,2214.0,0,1,5166.0,0,1,1,5166.0,1,7.703007682479236,1,False,False,False,False,True
0,69,0,0.118836,0,0,6630.0,0,0,0,6630.0,0,0.11228885916084497,0,False,False,False,False,True
0,50,0,0.24126,0,0,9810.0,0,0,0,9810.0,0,0.21612699273955607,0,False,False,True,False,False
0,23,0,0.0039,0,0,10000.0,0,0,0,10000.0,0,0.0038924147153438387,0,False,False,False,False,False
1,30,0,0.08733,0,0,6400.0,0,0,0,6400.0,0,0.0837251499220895,0,True,False,False,False,False
1,25,0,0.0,0,0,6550.0,0,0,0,6550.0,0,0.0,0,False,False,False,False,False
0,67,1,0.461673,0,0,5152.0,0,0,1,5152.0,1,0.3795816700998992,1,False,False,False,False,True
0,58,0,3.0,0,0,5166.0,0,0,0,5166.0,1,1.3862943611198906,0,False,False,False,True,False
0,75,0,3496.0,0,0,5166.0,0,1,0,5166.0,1,8.159660737063376,0,False,False,False,False,True
0,55,1,0.599116,0,0,8141.0,1,0,1,4070.5,1,0.46945097656136925,1,False,False,True,False,False
0,34,0,0.686269,0,0,3400.0,0,0,0,3400.0,1,0.5225183960819835,0,True,False,False,False,False
0,41,1,1525.0,0,0,0.0,2,1,1,0.0,1,7.330405211844402,1,False,True,False,False,False
0,34,0,0.007859,0,0,16529.599999999977,0,0,0,16529.599999999977,0,0.00782827891254307,0,True,False,False,False,False
0,46,0,0.224722,0,0,4400.0,2,0,0,1466.6666666666667,0,0.20271387946667965,0,False,False,True,False,False
0,55,0,2975.0,0,0,5166.0,0,1,0,5166.0,1,7.998335395952982,0,False,False,True,False,False
0,38,0,0.432966,0,0,3542.0,1,0,0,1771.0,1,0.359746422116547,0,False,True,False,False,False
0,48,0,0.246619,0,0,16529.599999999977,2,0,0,5509.866666666659,0,0.22043508673322573,0,False,False,True,False,False
1,40,3,0.131304,3,1,8407.0,1,0,7,4203.5,0,0.12337094969935904,1,False,True,False,False,False
0,31,1,0.341732,0,0,5000.0,2,0,1,1666.6666666666667,0,0.2939613166689961,1,True,False,False,False,False
0,51,0,0.229294,0,0,7666.0,2,0,0,2555.3333333333335,0,0.2064400208527604,0,False,False,True,False,False
0,59,1,0.796524,0,0,4142.0,0,0,1,4142.0,1,0.5858536867919706,1,False,False,False,True,False
0,32,0,0.226974,0,0,3343.0,1,0,0,1671.5,0,0.20455097561021487,0,True,False,False,False,False
1,46,0,0.343489,0,0,6334.0,0,0,0,6334.0,0,0.2952699614701101,0,False,False,True,False,False
0,59,1,0.200794,0,0,16529.599999999977,0,0,1,16529.599999999977,0,0.18298300465574435,1,False,False,False,True,False
0,58,0,77.0,0,0,5166.0,0,1,0,5166.0,1,4.356708826689592,0,False,False,False,True,False
0,64,0,3496.0,0,0,5166.0,0,1,0,5166.0,1,8.159660737063376,0,False,False,False,True,False
1,39,0,1.43649,0,0,1298.0,2,0,0,432.6666666666667,1,0.8905584790451049,0,False,True,False,False,False
1,52,0,0.320494,0,0,3400.0,1,0,0,1700.0,0,0.27800590901129274,0,False,False,True,False,False
0,39,0,0.652946,0,0,10300.0,2,0,0,3433.3333333333335,1,0.5025591504286924,0,False,True,False,False,False
1,48,0,3496.0,0,0,5166.0,1,1,0,2583.0,1,8.159660737063376,0,False,False,True,False,False
0,32,0,0.680089,0,0,3600.0,1,0,0,1800.0,1,0.5188467682024549,0,True,False,False,False,False
0,60,0,0.692356,0,0,4800.0,1,0,0,2400.0,1,0.5261216409439108,0,False,False,False,True,False
0,59,0,1.0,0,0,1400.0,0,0,0,1400.0,1,0.6931471805599453,0,False,False,False,True,False
1,76,1,0.344094,1,0,2725.0,0,0,2,2725.0,0,0.2957201801314272,1,False,False,False,False,True
0,45,0,0.253635,0,0,13136.0,3,0,0,3284.0,0,0.22604733126150572,0,False,True,False,False,False
1,61,0,0.338591,4,0,4500.0,0,0,4,4500.0,0,0.2916175682193998,1,False,False,False,True,False
0,71,0,0.077538,0,0,1250.0,0,0,0,1250.0,0,0.07467880919525179,0,False,False,False,False,True
0,33,0,0.320565,0,0,3184.0,4,0,0,636.8,0,0.27805967532247106,0,True,False,False,False,False
0,35,0,765.0,0,0,5166.0,0,1,0,5166.0,1,6.641182169740591,0,True,False,False,False,False
0,39,0,0.414279,0,0,6666.0,1,0,0,3333.0,1,0.3466198605992142,0,False,True,False,False,False
0,36,0,0.376454,0,0,6964.0,0,0,0,6964.0,1,0.3195106269527711,0,False,True,False,False,False
0,50,0,0.135439,0,0,13961.0,1,0,0,6980.5,0,0.1270193602926316,0,False,False,True,False,False
1,59,0,173.0,1,0,5166.0,0,1,1,5166.0,1,5.159055299214529,1,False,False,False,True,False
1,52,0,0.169779,0,0,5300.0,1,0,0,2650.0,0,0.15681484207902294,0,False,False,True,False,False
1,54,3,1.02792,0,0,3330.0,2,0,3,1110.0,1,0.7070106372190991,1,False,False,True,False,False
0,42,0,3496.0,0,0,5166.0,0,1,0,5166.0,1,8.159660737063376,0,False,True,False,False,False
1,62,3,0.618982,0,0,6521.0,1,0,3,3260.5,1,0.4817975566596349,1,False,False,False,True,False
0,53,0,0.159898,0,0,4333.0,0,0,0,4333.0,0,0.14833207021763048,0,False,False,True,False,False
1,32,0,1252.0,1,1,5166.0,4,1,2,1033.2,1,7.133295954896068,1,True,False,False,False,False
0,49,0,1016.0,0,0,5166.0,0,1,0,5166.0,1,6.92461239604856,0,False,False,True,False,False
0,29,0,0.185645,0,0,6366.0,0,0,0,6366.0,0,0.170286930304982,0,True,False,False,False,False
1,54,0,0.335566,1,0,10000.0,0,0,1,10000.0,0,0.2893551720397646,1,False,False,True,False,False
0,64,0,0.227359,0,0,11030.0,0,0,0,11030.0,0,0.20486470647164068,0,False,False,False,True,False
0,33,0,0.576259,0,0,4051.0,0,0,0,4051.0,1,0.455054318034855,0,True,False,False,False,False
0,26,0,0.014981,0,0,800.0,0,0,0,800.0,0,0.014869893106721363,0,True,False,False,False,False
0,62,0,1269.0,0,0,1.0,0,1,0,1.0,1,7.146772179452637,0,False,False,False,True,False
0,88,0,35.0,0,0,5166.0,0,1,0,5166.0,1,3.58351893845611,0,False,False,False,False,True
0,32,0,0.30799,0,0,10850.0,2,0,0,3616.6666666666665,0,0.26849160774584296,0,True,False,False,False,False
1,43,0,2.179938,0,0,966.0,2,0,0,322.0,1,1.1568616997466734,0,False,True,False,False,False
0,55,0,3496.0,0,0,5166.0,0,1,0,5166.0,1,8.159660737063376,0,False,False,True,False,False
1,28,1,0.039192,0,0,5000.0,0,0,1,5000.0,0,0.038443488115213975,1,True,False,False,False,False
0,67,0,1189.0,0,0,5166.0,1,1,0,2583.0,1,7.0817085861055755,0,False,False,False,False,True
0,41,0,0.210107,0,0,7400.0,1,0,0,3700.0,0,0.19070878545103578,0,False,True,False,False,False
1,29,0,0.802093,0,0,1050.0,0,0,0,1050.0,1,0.5889487671774053,0,True,False,False,False,False
1,36,2,0.332427,2,1,6250.0,0,0,5,6250.0,0,0.28700209131700116,1,False,True,False,False,False
1,57,3,2.619748,0,0,951.0,0,0,3,951.0,1,1.2864044101548957,1,False,False,False,True,False
1,52,3,0.582127,0,0,4766.0,1,0,3,2383.0,1,0.45877014425229623,1,False,False,True,False,False
0,32,0,570.0,0,0,5166.0,0,1,0,5166.0,1,6.3473892096560105,0,True,False,False,False,False
0,38,2,0.508622,4,0,15541.0,0,0,6,15541.0,1,0.4111966513882008,1,False,True,False,False,False
0,32,0,0.351459,0,0,2500.0,0,0,0,2500.0,0,0.3011847496112323,0,True,False,False,False,False
0,63,0,2386.0,0,0,5166.0,0,1,0,5166.0,1,7.77779262633883,0,False,False,False,True,False
1,47,0,0.134056,0,0,9219.0,2,0,0,3073.0,0,0.12580058680232353,0,False,False,True,False,False
1,37,0,0.304529,0,0,9338.0,2,0,0,3112.6666666666665,0,0.26584205608729383,0,False,True,False,False,False
1,44,4,0.424379,1,0,4667.0,0,0,5,4667.0,1,0.35373592926310066,1,False,True,False,False,False
0,45,1,1745.0,0,0,5166.0,0,1,1,5166.0,1,7.465082736399547,1,False,True,False,False,False
1,56,0,0.47308,0,0,6704.0,0,0,0,6704.0,1,0.3873554469357827,0,False,False,False,True,False
1,56,0,0.0,0,0,637.0,0,0,0,637.0,0,0.0,0,False,False,False,True,False
0,71,0,0.104549,0,0,2725.0,1,0,0,1362.5,0,0.09943710685957849,0,False,False,False,False,True
0,61,0,2120.0,0,0,5166.0,0,1,0,5166.0,1,7.659642954564682,0,False,False,False,True,False
1,75,0,0.050023,0,0,6516.0,1,0,0,3258.0,0,0.04881206869143097,0,False,False,False,False,True
0,44,0,0.434845,0,0,2800.0,0,0,0,2800.0,1,0.36105682944037676,0,False,True,False,False,False
0,30,0,0.647741,0,0,5600.0,0,0,0,5600.0,1,0.4994052589421478,0,True,False,False,False,False
0,50,0,0.30556,0,1,6600.0,2,0,1,2200.0,0,0.2666320675034733,1,False,False,True,False,False
1,51,0,2103.5,0,0,1.0,1,1,0,0.5,1,7.651833188210626,0,False,False,True,False,False
1,60,1,2.385784,0,0,1842.0,0,0,1,1842.0,1,1.2195854895910858,1,False,False,False,True,False
0,36,0,0.182657,0,1,11266.0,0,0,1,11266.0,0,0.16776360212687894,1,False,True,False,False,False
1,46,1,0.191065,1,0,10833.0,0,0,2,10833.0,0,0.174847864870514,1,False,False,True,False,False
0,64,0,2.719152,0,0,12917.0,1,0,0,6458.5,1,1.3134956853096642,0,False,False,False,True,False
0,72,0,0.014427,0,0,7000.0,0,0,0,7000.0,0,0.014323921065848741,0,False,False,False,False,True
0,52,0,3496.0,0,0,5166.0,1,1,0,2583.0,1,8.159660737063376,0,False,False,True,False,False
0,60,0,0.003506,0,0,7700.0,1,0,0,3850.0,0,0.00349986830962484,0,False,False,False,True,False
0,70,0,240.0,0,0,5166.0,0,1,0,5166.0,1,5.484796933490655,0,False,False,False,False,True
0,36,0,0.14542,0,0,6800.0,5,0,0,1133.3333333333333,0,0.1357713819741194,0,False,True,False,False,False
0,55,0,1120.0,0,0,5166.0,0,1,0,5166.0,1,7.02197642307216,0,False,False,True,False,False
0,84,0,0.0,0,0,7000.0,0,0,0,7000.0,0,0.0,0,False,False,False,False,True
1,30,1,0.270287,2,0,3166.0,0,0,3,3166.0,0,0.2392428591918736,1,True,False,False,False,False
0,35,0,0.032593,0,1,5000.0,0,0,1,5000.0,0,0.03207311443597935,1,True,False,False,False,False
1,36,1,0.524147,0,3,8033.0,1,0,4,4016.5,1,0.42143490930572025,1,False,True,False,False,False
0,52,1,0.515244,0,1,4919.0,0,0,2,4919.0,1,0.4155764820988008,1,False,False,True,False,False
0,41,0,0.43642,0,0,7808.0,1,0,0,3904.0,1,0.36215390697099115,0,False,True,False,False,False
0,66,0,0.0,0,0,5166.0,0,0,0,5166.0,0,0.0,0,False,False,False,False,True
0,48,1,0.048999,0,0,9142.0,0,0,1,9142.0,0,0.04783637612485922,1,False,False,True,False,False
0,40,0,0.329934,0,0,5000.0,1,0,0,2500.0,0,0.2851293169421976,0,False,True,False,False,False
1,37,4,0.299717,0,0,4600.0,2,0,4,1533.3333333333333,0,0.26214654846138896,1,False,True,False,False,False
0,63,0,0.257338,0,0,10083.0,1,0,0,5041.5,0,0.22899678765506828,0,False,False,False,True,False
0,80,0,315.0,0,0,5166.0,0,1,0,5166.0,1,5.755742213586912,0,False,False,False,False,True
0,58,0,0.602088,0,0,4500.0,1,0,0,2250.0,1,0.47130777847332705,0,False,False,False,True,False
1,36,1,54.0,2,0,5166.0,0,1,3,5166.0,1,4.007333185232471,1,False,True,False,False,False
1,55,1,0.300975,0,1,7900.0,2,0,2,2633.3333333333335,0,0.263113983358037,1,False,False,True,False,False
0,54,0,0.403599,0,0,3500.0,0,0,0,3500.0,1,0.33903965227297866,0,False,False,True,False,False
0,35,0,0.245967,0,0,7500.0,1,0,0,3750.0,0,0.21991193526333033,0,True,False,False,False,False
1,51,2,3.709314,0,0,3016.0,0,0,2,3016.0,1,1.5495422498623044,1,False,False,True,False,False
0,65,0,0.489848,0,0,11425.0,0,0,0,11425.0,1,0.39867410133082587,0,False,False,False,True,False
0,66,0,0.157961,0,0,4000.0,0,0,0,4000.0,0,0.14666069982718474,0,False,False,False,False,True
1,24,3,0.795714,0,0,6999.0,0,0,3,6999.0,1,0.5854027144378404,1,False,False,False,False,False
1,50,0,1.326504,0,0,5417.0,0,0,0,5417.0,1,0.8443667116219563,0,False,False,True,False,False
0,41,0,0.465251,0,0,8100.0,2,0,0,2700.0,1,0.3820265588515616,0,False,True,False,False,False
1,30,2,0.378124,1,0,5000.0,1,0,3,2500.0,1,0.32072315402922774,1,True,False,False,False,False
0,49,1,0.0,0,0,4500.0,0,0,1,4500.0,0,0.0,1,False,False,True,False,False
0,32,0,0.47328,0,0,2600.0,0,0,0,2600.0,1,0.3874912076712714,0,True,False,False,False,False
1,43,1,7.822871,0,0,2500.0,0,0,1,2500.0,1,2.177347327255829,1,False,True,False,False,False
0,28,0,0.059985,0,0,4100.0,0,0,0,4100.0,0,0.058254757080454,0,True,False,False,False,False
1,55,0,0.484175,4,2,1800.0,0,0,6,1800.0,1,0.39485906232094,1,False,False,True,False,False
1,66,0,0.025987,0,0,2000.0,0,0,0,2000.0,0,0.025655076103003355,0,False,False,False,False,True
0,41,0,0.226781,0,0,4801.0,1,0,0,2400.5,0,0.20439366569101106,0,False,True,False,False,False
0,42,0,0.33671,0,0,6711.0,2,0,0,2237.0,0,0.2902113710775037,0,False,True,False,False,False
0,29,1,0.159226,0,0,4860.0,1,0,1,2430.0,0,0.14775254103436314,1,True,False,False,False,False
0,57,0,3496.0,0,0,5166.0,0,1,0,5166.0,1,8.159660737063376,0,False,False,False,True,False
1,41,3,0.258382,3,2,11900.0,0,0,8,11900.0,0,0.22982676878168934,1,False,True,False,False,False
1,34,0,0.120647,0,0,6000.0,1,0,0,3000.0,0,0.1139061970863975,0,True,False,False,False,False
